lat,lon
37.518639,127.0354
37.507233,127.05685
37.5014,127.03785
37.494823,127.04791
37.483879,127.08903
37.51759,127.03503
37.516811,127.04047
37.519787,127.05676
37.509121,127.06231
37.51807,127.04712
37.501949,127.04277
37.481384,127.05392
37.475605,127.05038
37.492809,127.04139
37.526844,127.02826
37.517635,127.02245
37.51918,127.02747
37.52124,127.0319
37.5233,127.03848
37.489342,127.0413
37.505428,127.05287
37.496552,127.0543
37.514748,127.03513
37.494499,127.0638
37.489277,127.06558
37.48735,127.101
37.486778,127.10052
37.486835,127.10275
37.511696,127.04935
37.506367,127.03452
37.501343,127.05047
37.466328,127.09489
37.476028,127.10594
37.51395,127.03015
37.509586,127.04091
37.472454,127.09608
37.516785,127.05161
37.48616,127.06724
37.479568,127.06477
37.479328,127.06428
37.474579,127.05545
37.472,127.05134
37.479092,127.0554
37.47929,127.05573
37.485741,127.05105
37.50811,127.03945
37.486561,127.08267
37.48872,127.07454
37.49181,127.07316
37.518711,127.05085
37.51757,127.02364
37.49847,127.03011
37.477341,127.11327
37.492062,127.03075
37.499599,127.03375
37.472969,127.11223
37.491791,127.08821
37.450661,127.05706
37.491951,127.00855
37.503811,127.02136
37.515881,127.0193
37.493259,127.02953
37.479092,126.99068
37.482979,127.04226
37.498371,126.99246
37.506748,127.09883
37.480801,127.13034
37.531311,127.11128
37.471298,127.12709
37.481739,127.14323
37.47065,127.12711
37.514359,127.10619
37.520489,127.1352
37.510441,127.10638
37.536331,127.11618
37.489071,127.1093
37.516781,127.09049
37.501862,127.11723
37.48835,127.12078
37.496078,127.14011
37.496181,127.13803
37.504711,127.08756
37.502338,127.09644
37.509979,127.11231
37.516659,127.11626
37.516258,127.13059
37.565201,126.82732
37.56918,126.81944
37.557629,126.95216
37.578381,126.9361
37.567966,126.93173
37.5867,126.94677
37.558128,126.95621
37.597149,126.93853
37.574909,126.92615
37.56974,126.93333
37.557587,127.0797
37.539501,127.083
37.565659,127.0843
37.550488,127.10896
37.538052,127.0766
37.535221,127.0684
37.537014,127.0611
37.545952,127.078
37.548222,127.06788
37.553417,127.0732
37.568649,127.08625
37.55125,127.0351
37.56461,127.0292
37.566261,127.0237
37.542816,127.04208
37.543705,127.09325
37.562527,127.08228
37.556862,127.07914
37.562607,127.05131
37.542519,127.08408
37.543427,127.09662
37.561245,127.04885
37.541718,127.08017
37.550236,127.07382
37.546089,127.02507
37.56179,127.02439
37.550598,127.11051
37.549789,127.07593
37.560146,127.02636
37.554779,127.02484
37.56068,127.02678
37.539139,127.07062
37.540138,127.06928
37.559158,127.08752
37.531811,127.08074
37.548489,127.09376
37.550892,127.04476
37.56382,127.13284
37.54504,127.08996
37.54504,127.08996
